B1,B2,B3,B4,B5,R1,R2,R3,R4,R5,winner
117,5,103,29,98,31,203,517,15,888,0
58,234,55,236,43,114,62,517,429,68,1
113,104,84,15,235,266,59,7,29,117,1
54,254,163,429,888,58,80,68,498,497,1
74,234,147,18,12,39,91,163,523,78,0
102,254,711,145,111,85,64,517,119,555,1
75,121,55,21,43,266,203,101,119,117,0
85,20,39,81,43,79,203,84,21,40,0
24,91,101,15,40,164,203,127,145,111,0
516,200,517,429,37,238,76,51,98,555,0
85,64,91,221,26,517,104,112,18,117,1
17,77,64,236,267,13,91,268,51,99,0
79,104,142,21,40,85,254,7,15,43,0
266,91,142,202,74,141,121,517,29,40,0
240,76,157,29,117,266,113,711,145,267,0
113,107,7,429,74,266,91,163,51,432,0
92,64,268,523,89,114,154,238,147,432,1
98,234,84,221,43,79,68,157,895,117,1
24,62,61,360,43,777,91,517,236,267,0
113,35,103,15,43,68,62,517,523,117,1
78,91,4,875,117,58,62,84,18,113,0
58,203,84,523,37,2,131,517,895,16,1
266,76,127,21,43,150,517,103,15,117,1
78,107,517,119,555,516,120,711,51,99,1
266,106,127,429,117,78,80,7,81,16,1
84,76,246,21,16,85,120,50,523,37,0
102,254,50,29,427,82,30,39,429,888,1
102,48,145,29,497,58,62,268,51,99,1
39,200,101,29,40,14,91,112,221,555,0
516,48,110,103,350,24,20,134,523,117,1
78,77,50,115,497,516,777,154,157,427,1
113,107,7,202,117,420,62,84,221,37,0
150,200,74,202,43,67,62,163,51,89,0
92,141,517,15,497,887,30,238,221,555,0
41,163,58,119,555,122,141,23,245,235,1
43,80,14,8,350,58,246,61,145,555,0
78,64,8,15,43,79,517,234,22,57,0
113,876,777,21,32,24,254,147,119,888,0
150,64,101,29,555,98,91,55,15,497,1
54,120,61,29,117,102,104,166,221,89,0
58,76,43,15,30,80,62,7,202,350,0
113,64,74,15,43,80,91,101,429,134,0
887,163,58,15,111,516,2,157,115,350,0
78,131,101,429,888,92,120,3,15,30,0
420,131,55,29,888,85,107,61,15,117,0
79,64,84,22,117,58,254,27,15,32,1
150,113,111,429,517,77,234,266,115,888,1
82,163,268,360,111,516,78,55,236,267,0
23,254,85,222,43,2,64,74,236,267,0
2,113,517,221,350,516,131,15,222,111,1
23,234,8,429,37,85,117,39,96,5,0
122,80,7,429,412,150,203,84,21,111,1
84,64,103,15,89,24,131,238,523,43,1
876,120,26,15,432,122,9,103,221,888,1
86,104,38,15,26,92,876,517,147,235,1
266,876,58,15,16,68,131,157,523,37,0
122,76,7,15,40,150,59,101,221,16,0
19,246,517,15,497,122,102,777,523,117,1
74,104,777,221,350,58,876,45,523,117,0
266,234,517,523,888,98,203,84,15,117,0
77,163,157,110,497,85,81,121,58,350,0
516,121,147,360,555,79,62,517,67,40,0
58,234,26,29,37,875,121,30,15,350,0
39,121,134,236,350,86,234,84,429,497,1
85,121,157,360,32,777,9,161,15,43,0
516,200,142,51,432,19,121,103,29,117,1
114,77,3,429,111,84,9,238,15,26,0
68,121,3,15,235,58,131,157,202,37,1
164,131,238,360,888,14,121,517,429,111,0
887,121,711,157,497,24,203,7,18,78,0
122,234,61,202,89,266,517,121,221,80,1
78,121,711,51,526,266,254,157,7,12,0
876,9,114,236,267,84,80,517,15,111,1
2,200,157,79,888,54,121,112,875,235,1
98,107,127,523,12,80,9,777,15,497,1
122,121,74,18,53,36,876,245,429,432,0
74,64,7,81,43,39,121,711,523,412,0
17,131,157,96,43,113,121,91,236,267,0
41,254,69,81,43,17,121,517,429,50,0
24,9,157,236,267,246,76,777,30,40,1
2,48,134,523,43,24,234,268,429,111,1
113,62,103,221,40,58,48,127,523,142,0
164,200,268,119,89,266,246,38,110,432,1
887,131,157,119,117,79,141,58,429,555,1
266,107,99,221,117,2,238,85,147,350,0
266,421,34,18,235,126,121,103,51,99,0
39,246,103,15,16,79,200,157,96,117,1
14,72,517,15,79,41,254,84,29,111,0
122,76,246,221,43,777,62,103,429,53,1
79,254,268,523,555,266,48,517,51,25,0
79,48,777,119,111,92,76,268,523,37,1
41,154,103,18,432,114,254,101,51,43,0
79,203,2,69,15,24,238,61,18,43,1
85,421,74,235,40,58,238,268,145,111,1
86,120,103,15,427,114,141,127,29,117,0
58,421,266,523,43,875,104,55,15,32,0
54,64,7,51,43,74,234,268,429,526,1
113,30,238,145,888,74,62,517,15,497,1
238,113,85,51,555,58,141,127,119,497,1
150,60,268,15,555,126,64,517,51,43,0
82,154,112,51,143,27,78,517,81,43,1
240,113,235,29,268,2,78,7,15,16,0
266,78,163,29,350,150,234,85,18,117,0
67,163,777,115,16,85,200,56,18,555,1
777,59,69,115,16,266,421,517,15,43,0
86,20,38,81,235,266,76,157,222,37,1
113,154,38,221,497,122,254,77,18,74,0
92,121,84,15,117,79,78,268,523,16,1
79,62,110,429,43,266,78,142,895,350,1
77,91,38,15,350,266,254,517,29,117,1
266,163,147,51,99,84,200,517,523,412,1
77,113,777,51,99,98,203,112,21,555,1
266,141,74,429,111,157,254,7,895,16,1
79,200,166,115,235,114,203,69,147,143,1
80,48,68,236,432,85,78,157,15,147,1
58,163,236,777,267,62,200,8,29,117,0
126,72,517,51,99,79,64,55,429,888,0
114,163,157,81,888,84,777,113,15,267,0
79,64,163,221,117,2,203,68,360,154,0
268,254,18,15,117,114,203,7,157,40,1
102,254,711,145,111,85,64,517,119,555,1
150,254,3,81,111,80,200,7,221,43,1
77,62,105,360,555,114,35,711,67,117,1
432,80,517,29,40,85,62,777,15,142,0
58,163,157,221,37,114,62,711,895,427,1
82,141,711,15,117,266,163,777,221,26,0
164,64,163,29,497,10,77,777,15,117,1
44,200,50,29,432,89,120,777,145,85,0
150,234,3,81,99,98,104,79,145,32,0
164,254,142,429,57,80,78,711,29,117,1
78,107,517,119,555,516,120,711,51,99,1
58,163,39,22,432,113,107,103,202,40,0
85,131,777,81,43,2,48,711,29,117,0
98,113,45,18,40,122,48,517,50,235,0
77,203,711,157,37,150,62,7,895,350,1
266,30,91,429,888,92,62,711,29,117,1
114,131,517,51,555,54,72,101,110,43,0
106,48,517,221,117,24,113,112,81,432,1
266,254,711,51,497,114,147,91,15,111,1
86,104,112,895,518,76,67,517,236,267,1
777,59,268,429,111,266,200,163,18,53,1
150,254,50,15,555,266,104,103,96,117,1
58,62,103,429,555,98,104,245,15,117,1
113,234,517,895,555,98,246,112,96,117,1
58,234,163,429,888,23,254,55,145,111,0
67,200,268,29,117,41,60,246,145,32,1
1,48,112,221,266,164,20,268,15,43,1
266,62,103,51,40,86,48,517,15,350,0
113,234,38,29,350,98,245,43,110,37,1
58,104,74,15,888,85,43,777,18,254,1
79,62,157,96,117,266,141,43,15,7,0
79,200,103,523,117,2,427,163,119,555,0
150,200,103,119,555,58,78,147,360,267,1
887,64,163,15,111,516,48,245,523,43,1
85,200,777,81,30,516,91,15,517,37,0
266,203,517,523,497,85,62,112,15,117,0
77,203,7,18,89,516,104,112,360,555,0
2,91,103,360,12,79,234,517,15,16,0
68,48,517,15,40,79,120,134,360,267,0
86,5,166,360,12,24,64,711,18,201,0
58,203,134,145,43,2,33,1,15,412,1
114,203,777,221,888,85,20,101,429,12,1
58,104,84,236,37,2,78,517,429,555,0
266,48,221,61,888,80,79,517,21,497,1
516,91,38,21,32,43,79,777,202,555,1
8,62,43,221,22,2,234,268,15,117,0
68,234,222,61,16,24,246,85,15,117,1
113,254,112,29,43,58,59,84,15,12,0
122,234,68,429,32,23,254,27,221,350,0
39,254,84,145,497,126,72,111,429,711,1
31,203,81,69,43,84,77,164,236,267,0
122,154,517,202,40,126,234,711,21,432,0
58,78,99,15,497,106,48,221,61,555,1
58,234,101,222,111,86,131,157,15,89,1
268,39,77,523,78,92,154,84,429,25,1
887,254,127,221,555,164,163,103,523,223,0
79,234,163,429,111,58,30,238,235,22,0
85,131,246,18,235,164,254,163,429,888,1
777,254,166,221,26,86,245,238,29,235,0
48,163,254,15,117,420,62,142,221,40,1
266,76,157,81,12,85,62,55,360,111,0
516,2,517,15,111,113,421,55,221,37,0
98,5,103,67,37,75,76,43,145,111,1
92,141,55,21,53,113,234,29,895,350,0
266,91,38,221,32,113,254,55,360,40,1
150,91,55,81,117,30,234,711,18,111,0
887,78,13,101,21,432,91,55,202,99,1
142,72,150,15,117,24,76,516,110,43,0
58,876,517,15,412,432,76,157,29,526,0
58,64,55,147,427,44,234,517,51,43,0
24,163,55,429,89,266,30,80,18,147,1
75,121,55,21,43,266,203,101,119,117,0
85,200,55,895,427,58,25,777,29,117,1
266,5,45,523,43,516,59,55,15,117,0
82,254,84,29,32,80,113,55,221,117,0
164,28,55,29,235,14,104,112,15,117,1
114,245,517,523,235,887,427,55,360,111,1
266,5,7,429,111,113,234,55,96,40,0
2,64,110,429,32,67,113,55,147,235,0
85,163,62,157,235,122,48,55,147,111,0
98,113,777,81,350,266,48,43,523,74,1
68,234,142,221,43,98,203,268,360,53,0
58,62,103,429,555,98,104,245,15,117,1
77,113,777,51,99,98,203,112,21,555,1
10,76,429,523,111,98,421,39,134,526,0
98,254,245,523,412,141,62,8,18,111,1
113,234,38,29,350,98,245,43,110,37,1
85,62,8,145,12,98,76,517,360,555,0
266,59,112,498,497,98,104,20,18,117,1
98,427,45,51,26,777,203,19,21,99,1
98,234,8,15,497,122,76,39,221,555,1
98,200,115,360,111,113,50,30,29,117,0
58,876,236,523,74,98,113,10,29,117,1
98,121,101,429,111,777,59,147,51,432,0
98,203,84,236,267,134,254,166,29,350,0
39,77,268,429,40,98,62,115,236,267,0
164,141,43,115,432,98,76,268,221,555,1
2,234,112,221,555,98,59,517,21,350,0
98,200,517,15,117,10,107,45,523,12,0
98,102,517,67,43,58,62,30,360,89,1
41,141,147,119,26,78,2,91,429,30,1
516,28,58,221,888,113,154,157,360,12,1
2,64,163,15,235,266,78,7,360,111,0
68,56,84,360,555,2,147,104,221,12,1
2,254,268,29,555,62,113,103,523,25,0
2,60,238,236,267,114,200,246,221,117,0
2,121,268,236,37,113,9,110,15,235,0
2,245,41,119,111,77,64,103,81,12,0
83,76,64,202,40,58,60,777,157,235,0
85,517,246,21,427,8,254,112,360,111,0
82,62,517,15,40,58,25,84,111,360,0
126,91,517,15,79,113,48,22,34,12,0
92,200,105,157,266,85,76,777,119,875,1
24,72,360,91,53,85,131,54,895,350,0
122,62,84,236,267,58,234,268,29,117,0
58,429,3,64,32,114,72,268,21,497,1
58,59,69,236,267,2,48,103,222,111,0
113,131,157,15,350,67,77,110,29,555,1
85,76,14,51,412,98,64,203,29,117,0
2,76,39,51,111,58,141,103,67,117,1
82,120,777,429,147,24,421,268,523,888,1
114,203,55,157,497,85,254,39,236,267,1
164,246,103,119,427,150,64,134,360,111,1
41,234,517,119,111,98,91,103,429,526,0
102,62,43,67,89,516,104,112,221,53,0
92,234,517,110,3,164,157,55,895,497,0
113,141,517,15,16,777,91,45,96,117,0
114,48,27,29,888,166,234,15,84,350,0
516,245,18,236,267,58,76,268,119,111,1
41,245,39,236,111,78,163,246,145,526,0
133,9,777,15,267,26,59,134,236,117,1
24,254,517,18,89,26,234,268,145,875,1
92,64,30,99,432,86,78,246,101,111,1
58,234,101,222,111,86,131,157,15,89,1
268,39,77,523,78,92,154,84,429,25,1
84,72,103,51,111,887,48,517,523,888,1
54,104,142,15,117,131,24,157,145,111,1
518,113,777,145,111,58,60,164,223,235,0
887,246,7,15,350,92,104,26,523,89,0
266,77,147,202,89,27,62,90,81,432,1
102,78,127,360,111,887,62,43,236,267,1
92,62,517,119,350,114,200,27,110,21,1
266,131,157,51,99,58,59,711,236,267,0
102,104,163,81,43,24,80,103,51,432,0
92,9,55,498,40,875,141,103,119,412,0
113,62,55,18,117,2,121,69,29,37,0
875,80,147,51,40,266,2,517,81,43,1
895,79,517,113,350,67,234,13,15,117,1
17,141,163,14,235,2,77,711,895,117,0
114,62,268,15,888,777,131,157,163,555,0
77,30,29,429,555,58,113,112,15,117,1
141,200,105,15,111,84,104,517,51,40,1
85,91,103,18,888,27,104,268,110,22,0
58,64,103,236,267,516,35,110,15,43,1
268,11,238,119,888,54,76,777,43,21,1
114,9,34,15,43,85,876,246,429,888,0
80,64,58,161,888,122,131,157,51,22,0
126,245,517,523,40,41,48,38,236,267,1
85,120,9,429,43,266,245,27,523,888,0
92,48,84,360,497,85,78,517,119,111,1
98,200,163,53,145,887,517,238,15,89,1
85,121,163,236,267,150,254,268,15,555,0
777,62,45,523,16,266,48,43,236,267,0
164,121,517,29,111,113,64,7,429,888,1
238,131,777,523,350,84,56,117,236,37,1
39,121,517,21,43,114,30,238,157,895,0
113,200,517,236,43,266,30,238,29,117,1
266,254,268,145,37,39,121,517,15,117,1
122,517,142,523,40,58,113,134,222,412,0
24,64,127,29,117,516,200,7,18,43,1
516,200,1,523,412,79,254,45,81,267,0
67,234,147,429,888,122,200,84,15,40,0
266,200,112,429,888,113,234,161,119,40,0
122,200,134,145,37,266,234,103,96,117,0
122,5,84,221,888,113,131,238,29,350,1
79,200,517,157,12,887,104,91,429,111,0
150,246,268,22,432,98,48,115,221,235,0
238,30,114,235,223,266,48,517,498,147,1
41,78,268,221,117,68,234,26,15,888,0
122,48,7,29,117,58,234,711,134,163,0
777,59,69,115,16,266,421,517,15,43,0
58,62,517,221,117,68,113,238,51,143,0
77,91,38,15,350,266,254,517,29,117,1
84,254,157,15,117,2,62,112,221,16,0
79,5,106,51,53,150,59,517,523,117,0
85,131,777,67,16,86,59,895,147,12,1
86,203,517,523,117,150,30,777,895,37,1
887,203,711,15,350,114,875,7,360,57,0
114,101,60,360,111,122,498,64,103,89,1
102,200,163,221,555,266,64,103,895,57,0
113,203,112,360,526,150,163,48,498,432,0
350,59,103,221,412,48,200,517,202,89,0
41,91,517,360,154,150,200,777,74,235,1
777,48,268,15,43,266,80,74,29,117,1
266,203,517,523,497,85,62,112,15,117,0
164,76,516,29,432,58,62,99,360,89,0
266,76,117,119,75,68,113,157,429,555,1
266,77,517,21,53,516,104,103,43,15,0
92,876,75,81,555,516,120,103,360,12,1
79,48,777,110,143,58,113,517,157,412,1
102,163,58,29,40,2,30,141,222,888,0
114,517,113,145,12,24,141,115,360,888,1
84,113,56,15,888,266,48,43,18,117,0
266,121,68,360,78,86,163,27,18,267,0
113,62,895,29,12,266,203,245,15,117,0
75,91,268,145,111,41,131,56,110,26,1
267,64,163,236,516,24,48,166,30,111,0
84,2,266,119,25,126,254,7,523,497,1
86,62,268,202,432,64,266,7,15,117,1
266,62,74,236,267,429,254,134,150,888,0
58,33,517,523,555,122,78,7,81,40,0
266,131,157,429,32,84,48,91,29,497,1
2,91,112,21,79,102,200,27,523,117,0
41,421,517,119,888,516,157,154,74,526,0
24,78,84,221,497,516,141,13,429,555,0
84,254,7,429,526,98,62,517,15,888,1
157,154,517,429,235,516,203,163,236,12,1
516,113,245,360,154,150,131,39,523,412,1
876,104,777,119,223,875,254,84,15,78,0
67,113,517,81,79,92,421,163,498,888,0
58,104,51,112,427,875,154,61,96,117,1
27,141,7,15,117,92,254,268,157,555,0
43,163,516,15,37,113,234,103,895,16,0
2,234,103,523,43,92,200,7,29,74,1
58,203,84,523,37,2,131,517,895,16,1
102,104,163,81,43,24,80,103,51,432,0
126,234,103,81,26,39,72,7,119,117,1
117,5,103,29,98,31,203,517,15,888,0
246,48,157,221,350,113,62,163,15,12,1
887,234,84,429,53,266,120,268,29,350,1
86,234,50,145,111,266,203,103,360,89,1
266,78,517,67,117,240,234,1,360,111,1
86,104,147,145,497,2,234,163,18,117,0
58,62,55,221,888,79,104,517,523,53,0
58,131,517,15,888,85,203,238,18,555,1
98,62,50,145,888,266,107,517,15,37,1
36,56,103,51,26,164,421,517,147,888,0
102,254,91,221,117,85,64,7,29,432,0
98,246,268,145,111,122,163,101,157,432,1
58,64,7,15,555,266,163,711,29,117,0
1,200,777,50,432,24,163,18,236,267,1
1,202,91,103,12,266,200,157,360,53,1
36,200,147,81,888,85,64,777,221,497,1
41,64,103,15,350,166,200,61,18,12,1
19,120,86,18,350,516,30,238,360,888,1
17,2,245,202,497,79,113,157,51,526,1
266,2,85,221,432,44,200,516,15,235,0
266,421,517,22,117,67,48,69,429,888,1
27,48,268,15,223,67,163,238,429,32,1
887,163,58,15,111,516,2,157,115,350,0
41,104,268,15,555,92,121,30,81,43,1
14,154,517,202,267,161,121,157,122,74,1
517,254,34,21,74,113,234,157,498,30,1
8,203,38,110,74,19,147,20,51,22,1
516,62,84,360,117,27,104,2,15,89,1
34,59,163,895,117,48,238,157,74,555,1
84,104,127,222,555,79,234,7,523,888,0
1,2,517,15,555,98,131,91,222,117,0
122,154,101,523,117,24,2,268,15,40,1
516,200,268,51,43,27,203,112,15,117,1
48,62,2,110,235,164,268,50,15,59,0
102,80,268,236,267,266,77,103,51,74,1
266,200,268,360,40,777,517,157,96,201,0
150,254,84,15,40,240,29,517,222,117,1
150,254,50,15,555,266,104,103,96,117,1
141,876,50,29,888,150,62,84,161,43,0
27,200,58,110,25,142,72,55,429,2,1
875,104,127,221,117,777,876,26,157,12,0
2,141,8,15,427,114,64,103,29,12,0
2,141,517,429,888,150,203,163,18,427,0
887,9,238,22,117,266,107,45,895,427,1
79,517,777,15,43,54,203,268,429,50,1
84,203,103,15,350,516,121,112,523,40,0
110,104,80,89,360,92,62,50,157,117,1
266,62,163,523,117,114,59,157,221,43,1
1,48,112,221,266,164,20,268,15,43,1
266,62,69,360,267,268,64,84,119,427,1
126,77,30,202,432,114,200,103,21,142,1
59,150,268,15,117,266,80,16,221,110,0
887,30,18,51,555,44,64,103,523,111,0
92,421,429,7,50,79,246,103,51,143,0
58,246,84,51,43,57,268,516,145,203,1
516,106,34,119,526,19,104,84,15,117,0
122,77,7,15,888,92,91,711,429,32,0
2,234,245,51,12,24,121,517,15,350,1
122,254,517,99,555,85,77,103,523,44,0
113,59,268,15,43,58,48,84,236,267,1
24,107,68,29,516,92,163,238,18,111,0
23,234,157,15,117,16,107,79,236,350,0
13,121,157,15,16,122,421,8,96,43,0
164,107,103,81,26,122,9,777,202,43,1
98,62,61,81,37,41,76,80,145,526,1
240,78,103,15,40,13,64,517,22,555,0
266,30,238,429,12,80,203,43,15,350,1
113,234,55,15,350,114,9,45,145,412,1
875,200,517,221,43,58,20,429,103,555,0
2,131,84,429,117,86,254,103,29,142,0
86,203,103,15,350,84,64,246,202,43,1
92,64,30,99,432,86,78,246,101,111,1
266,131,157,498,516,85,9,39,29,26,1
516,254,84,236,267,157,154,517,21,40,0
516,254,30,523,117,122,76,134,236,267,1
18,60,777,51,99,23,163,75,81,350,0
516,62,517,236,267,85,80,166,15,117,0
23,106,245,221,350,86,104,517,236,267,1
39,77,268,236,267,58,131,91,221,350,1
86,76,517,119,89,516,141,8,51,43,1
92,203,69,115,888,85,48,517,360,89,0
86,78,711,96,497,85,48,142,429,888,1
516,78,268,18,117,85,62,112,523,497,1
114,62,50,429,497,58,107,1,74,432,1
98,234,69,202,526,76,157,50,18,497,1
268,76,86,145,89,36,64,50,110,497,1
18,30,75,21,497,67,200,84,74,43,0
24,7,77,429,497,64,104,236,517,53,1
266,163,157,523,497,18,76,103,119,89,1
86,76,58,145,497,85,20,39,29,117,0
107,80,34,429,497,48,5,103,18,89,1
78,121,103,15,43,24,234,50,84,235,1
516,112,141,15,117,58,64,163,29,350,0
62,163,777,29,555,98,20,99,51,43,0
150,62,7,202,555,82,9,777,429,888,1
14,421,84,145,111,2,141,163,498,40,0
266,203,103,429,201,27,62,268,236,267,1
58,200,84,81,44,266,421,7,21,89,0
266,254,517,21,40,887,113,777,29,888,0
2,238,268,202,143,92,35,235,81,142,1
58,234,103,15,427,777,80,163,21,12,1
14,141,517,15,432,113,59,103,145,43,1
2,62,517,21,40,150,254,38,15,235,0
98,35,13,75,235,126,48,517,15,43,0
266,2,105,15,555,39,131,13,895,201,0
92,59,268,15,350,27,62,101,221,117,0
106,203,711,119,267,6,77,245,21,43,1
92,234,101,145,89,516,48,8,18,235,0
58,254,34,15,497,266,62,101,29,555,0
266,234,61,15,80,41,78,134,30,432,0
777,62,517,523,117,114,9,268,21,888,1
157,163,246,81,40,777,200,268,202,235,0
266,76,777,15,117,79,91,112,523,236,1
79,5,238,202,888,266,9,10,15,117,1
17,76,875,429,32,85,62,10,157,888,1
79,77,246,157,555,240,48,517,119,117,1
2,76,1,18,89,122,91,163,429,32,0
77,91,38,15,350,266,254,517,29,117,1
58,48,147,157,427,266,64,103,221,117,0
2,11,30,21,32,266,200,517,895,888,1
113,200,50,429,117,85,254,238,221,43,0
114,200,84,15,43,266,48,61,29,497,1
113,254,517,15,427,266,48,777,147,497,0
84,203,103,15,350,516,121,112,523,40,0
41,234,163,18,32,266,104,27,429,89,0
68,20,18,15,117,2,59,84,523,37,0
86,62,268,221,888,432,121,84,29,117,1
2,48,103,15,43,79,254,711,429,89,1
113,121,163,15,350,68,64,268,429,12,1
78,131,101,429,888,92,120,3,15,30,0
2,234,84,429,78,420,44,101,81,30,0
497,421,163,202,2,266,62,50,15,555,1
266,254,131,523,101,79,48,268,15,432,1
99,203,517,429,888,85,141,246,523,89,0
432,84,203,360,497,2,163,18,145,111,1
92,141,517,15,497,887,30,238,221,555,0
122,154,127,21,147,516,60,246,360,111,0
122,875,127,145,555,516,104,8,22,7,0
420,120,245,360,497,266,64,163,67,26,0
98,78,55,21,111,516,104,523,43,412,0
150,64,101,29,555,98,91,55,15,497,1
54,120,61,29,117,102,104,166,221,89,0
887,254,166,221,12,114,62,50,15,44,1
41,254,7,15,117,516,80,103,29,59,0
36,234,68,15,117,517,64,84,221,44,0
58,76,163,498,432,113,141,517,29,40,1
164,80,103,145,555,85,131,238,119,412,1
48,238,15,115,89,221,76,45,145,555,0
114,78,112,15,497,266,48,268,145,111,1
27,113,245,221,223,85,254,266,145,555,1
13,254,103,21,26,85,122,517,523,235,1
67,154,157,202,60,164,11,4,21,427,1
86,60,45,360,526,114,245,74,21,555,1
2,234,103,119,20,266,131,238,110,888,1
39,104,103,15,32,266,131,517,51,43,1
2,234,268,236,267,113,62,7,15,43,0
517,254,42,236,267,266,48,103,523,117,1
266,62,103,51,40,86,48,517,15,350,0
92,121,8,517,16,39,234,103,235,875,1
266,80,103,523,412,777,62,112,15,350,1
133,234,518,81,43,85,80,61,15,235,0
79,25,497,895,777,122,48,7,119,267,0
84,203,103,18,43,26,35,7,429,875,0
777,234,103,96,117,2,62,142,119,30,0
266,131,58,157,111,2,64,517,29,44,1
516,131,103,157,117,777,254,517,202,53,0
17,48,163,202,235,777,131,157,21,111,0
2,62,142,15,497,887,427,39,236,267,1
85,131,777,81,43,2,48,711,29,117,0
79,203,103,51,43,23,254,7,202,32,1
420,203,112,29,412,14,62,85,202,30,1
150,131,268,15,235,41,254,18,236,267,0
79,64,7,221,117,24,91,103,29,235,0
516,246,103,221,235,266,254,711,895,89,1
114,5,517,145,44,84,64,777,67,111,1
266,200,268,895,497,30,234,103,145,43,0
150,91,55,81,117,30,234,711,18,111,0
58,200,517,895,555,79,234,68,22,117,1
79,141,245,895,497,92,234,103,29,117,0
266,238,7,18,53,67,163,4,895,117,1
98,200,112,895,117,113,11,517,360,888,0
41,203,45,51,99,14,234,115,429,888,0
39,876,238,30,497,266,203,103,18,117,0
24,163,55,429,89,266,30,80,18,147,1
98,234,68,895,40,164,131,91,157,113,0
266,62,4,18,888,164,76,91,145,111,0
2,62,142,15,497,887,427,39,236,267,1
58,234,61,18,89,164,254,43,235,67,1
114,30,34,157,111,33,2,43,360,555,0
150,59,101,81,117,2,64,13,523,22,0
54,141,43,81,432,164,80,101,21,555,0
79,203,268,157,12,80,163,777,15,117,1
79,254,142,67,201,86,141,50,498,89,1
777,29,103,15,412,2,76,79,221,40,1
266,234,7,145,555,17,103,62,498,143,0
126,76,41,15,350,266,200,43,119,89,0
58,234,268,202,37,83,421,84,236,267,0
98,62,50,145,888,266,107,517,15,37,1
266,245,8,51,111,58,120,517,429,555,1
236,104,112,523,40,58,91,163,429,50,1
23,62,268,221,555,113,234,163,523,79,1
24,246,103,21,74,78,77,163,15,117,1
14,876,166,15,26,58,76,86,236,267,1
266,104,68,51,888,114,131,166,15,117,1
86,84,20,29,40,92,80,43,15,117,0
58,517,80,523,888,114,59,84,157,497,1
875,234,50,29,555,98,131,157,81,432,1
114,62,163,81,89,266,131,238,523,555,1
98,131,157,221,432,875,62,268,81,40,1
24,157,60,145,555,777,421,7,15,497,1
887,254,7,235,223,150,234,711,81,432,0
41,62,163,81,432,516,91,517,96,43,0
113,48,517,222,223,150,141,69,15,40,0
266,9,55,429,111,114,200,245,523,201,1
122,76,246,221,43,777,62,103,429,53,1
114,91,84,119,32,113,76,777,360,888,1
58,200,245,523,53,266,203,43,67,111,1
92,48,45,51,40,41,64,127,15,43,0
39,203,8,16,235,58,141,61,429,44,0
350,64,245,15,777,24,62,268,221,40,1
84,234,45,15,117,54,64,42,53,360,1
54,203,61,429,53,67,421,112,221,432,0
24,154,26,29,235,39,64,517,221,40,0
238,113,85,51,555,58,141,127,119,497,1
82,120,777,429,147,24,421,268,523,888,1
266,245,268,523,412,517,62,777,15,497,0
